,Row,Col,Sym,Diag
158,"(0.42234267292942684, 0.4163759876896441)","(0.3595962421626401, 0.357515022915334)","(0.4175959006802189, 0.409591918039238)","(0.4351919216562785, 0.4328983891957956)"
159,"(0.3903339142918608, 0.3879951061896313)","(0.349126065947167, 0.34843952193210337)","(0.383963765463851, 0.38015487642314805)","(0.377551863219714, 0.37736976831105445)"
160,"(0.394938544971029, 0.3902392827222585)","(0.25398657543890624, 0.2520532593121284)","(0.3757153926112311, 0.37003990376326756)","(0.3466091919430073, 0.3404556712841815)"
161,"(0.34864980154252634, 0.33294645016518565)","(0.29856740071500487, 0.29705775708097903)","(0.34456643556928246, 0.3254414079732688)","(0.3500349858314703, 0.33964223820998596)"
162,"(0.3702973877334049, 0.36633397338060325)","(0.33202910120645523, 0.330178098143994)","(0.3607983836700125, 0.3554111448289371)","(0.3463173754628607, 0.3434997213520243)"
163,"(0.40695253274632637, 0.38794796047263025)","(0.32631574996633705, 0.32440822594514085)","(0.40440213934379776, 0.3793803875633618)","(0.4122799968310853, 0.40517569732511255)"
164,"(0.3431770018021333, 0.34209944795760305)","(0.345879463830131, 0.34435794505462713)","(0.33695445022865833, 0.3334410141114822)","(0.3369635504101055, 0.335238171066821)"
165,"(0.3260552191901477, 0.324390508724528)","(0.31757913973660723, 0.31666973909124574)","(0.31950333405369635, 0.31785329699889686)","(0.32531481596823475, 0.324833334812097)"
166,"(0.38811766392919833, 0.38538249899672616)","(0.378749223786932, 0.3781543349865827)","(0.3810394708253152, 0.3801974882606475)","(0.39761805769972436, 0.39440210930562536)"
167,"(0.41462127586359554, 0.41354332534739335)","(0.34840081168606096, 0.34772686869057856)","(0.40628124696011036, 0.4035365355222168)","(0.3682447122343847, 0.36666206135213436)"
168,"(0.4333325548744734, 0.4303379369793553)","(0.3325879319019913, 0.33087352717066676)","(0.4252522047522135, 0.42228192396205355)","(0.42929917943804075, 0.4283558079230424)"
169,"(0.34034414717660433, 0.3379103955482754)","(0.34159438539076736, 0.3395643056874267)","(0.3328075881111028, 0.32812058299787605)","(0.3435650808988633, 0.3422072086122534)"
170,"(0.4361216961387917, 0.43357087609387857)","(0.2796238199088542, 0.2791437102386659)","(0.41804780128998686, 0.41593234798764667)","(0.43109916722363695, 0.4256937724055385)"
171,"(0.35851575675968184, 0.35231425201153754)","(0.32999501599703873, 0.32978352847919457)","(0.35410898118095846, 0.34551168402176036)","(0.3581406817706976, 0.349451362104691)"
172,"(0.3966595481245929, 0.3936633259964677)","(0.3155579823148331, 0.3140414066219457)","(0.3929267383718176, 0.3901946778427102)","(0.40605196399840815, 0.40418888436225464)"
173,"(0.37327982015714134, 0.3698118202099435)","(0.28326105451878725, 0.28256741924123396)","(0.3694518895865323, 0.3656700620558373)","(0.3368010590407111, 0.3365276887478319)"
174,"(0.37511614778287494, 0.3739340112168683)","(0.2932678200534875, 0.2923182855666375)","(0.37129859247971764, 0.3696950825280757)","(0.38127510782456, 0.38063883056488984)"
175,"(0.3615123290854625, 0.3572264718103402)","(0.3552888563690716, 0.35419751976257796)","(0.3461927430376138, 0.34422540329118656)","(0.36280410688135023, 0.36180228931530206)"
176,"(0.37011369732924626, 0.36767692929645357)","(0.31459647866489937, 0.3136882237465146)","(0.3563589475884855, 0.3528868013461739)","(0.36254202126324286, 0.36135130104865587)"
177,"(0.4546440788585192, 0.45216523518913854)","(0.348399481715024, 0.3477582526748506)","(0.4478228113103899, 0.4447966117702763)","(0.4570114440554579, 0.4553650916798625)"
178,"(0.38088993769170865, 0.37426597499859116)","(0.324278291999594, 0.3219851822599774)","(0.37543761384792873, 0.36871993619175913)","(0.33002257451788664, 0.32921221145075)"
179,"(0.5160061603651136, 0.5110760944828265)","(0.3149715839476135, 0.3134571776131243)","(0.5080912450127121, 0.5008810603700031)","(0.5130992885587391, 0.5099786455472615)"
180,"(0.3556338691198758, 0.3509699661857444)","(0.285424582508784, 0.28498373915158715)","(0.35130670914907336, 0.346480933350938)","(0.3549520501711245, 0.35388941271736557)"
181,"(0.3502311885664736, 0.34438752365999026)","(0.39080207692637403, 0.38913776206602224)","(0.3502311885664736, 0.33871957560834753)","(0.34550100059883915, 0.3283628569634189)"
182,"(0.352296702171086, 0.34820329931864424)","(0.24994726566786218, 0.24893065038544115)","(0.3482571795107906, 0.3447528416235702)","(0.35117779188068565, 0.34955897397793195)"
183,"(0.3593716918235442, 0.3558241019278908)","(0.3442830067297096, 0.34262545111042086)","(0.35098349900605164, 0.3483933060618942)","(0.3596679733641509, 0.3513528341277014)"
184,"(0.3825474071946059, 0.378927085168848)","(0.3664123376403625, 0.3648728648488144)","(0.379147121917499, 0.3751920141213827)","(0.3884343907666643, 0.3868546084009426)"
185,"(0.41533094187877573, 0.41220776475221266)","(0.4072629206599998, 0.4058062125166739)","(0.4062281136243324, 0.405170345568425)","(0.31789046581620717, 0.31735040374950363)"
186,"(0.3290209267388078, 0.32574381625422577)","(0.2647315256469285, 0.2638163738997684)","(0.3185124691345643, 0.31439910594639986)","(0.32914720610264836, 0.3231538396886728)"
187,"(0.3985832787887127, 0.39605969203930935)","(0.3999083591702526, 0.39912672460549936)","(0.39391489320463124, 0.39006203062081557)","(0.3787876168721477, 0.37625222547106973)"
188,"(0.42934298686910655, 0.41068410688792967)","(0.3699957825265694, 0.36940173958799594)","(0.42613635448856235, 0.40618936259053207)","(0.43382894437624053, 0.4233736619427927)"
189,"(0.4214662088664193, 0.4174219163198658)","(0.3094789455497492, 0.30870837075672386)","(0.41597745277103515, 0.41157575586831474)","(0.41890113340812785, 0.4181729341522569)"
190,"(0.3534636730458094, 0.33789077532723033)","(0.30227048297784564, 0.30202279137234567)","(0.34799723618798595, 0.334899355189367)","(0.351462660589798, 0.3456615330917316)"
191,"(0.32598500713572753, 0.3241481963764803)","(0.28285320734537334, 0.27667922931515)","(0.32046335265610393, 0.3185187937421451)","(0.3267324617363152, 0.3251916125185638)"
192,"(0.4287884908707741, 0.42315653939371767)","(0.3071525148918677, 0.3066528444391736)","(0.42177184112957367, 0.4167192357570878)","(0.4309574301916207, 0.4282127032561223)"
193,"(0.4721981080658809, 0.47053460447699336)","(0.38101039331396014, 0.379970522138121)","(0.45960198707252864, 0.4581755491637276)","(0.34649143567836704, 0.3375163830319303)"
194,"(0.3879087902585908, 0.38612827314521025)","(0.4150149322451062, 0.4132642056165111)","(0.38686392591774366, 0.3825096100929448)","(0.3486475007477998, 0.3436014481843179)"
195,"(0.454933711773598, 0.44918557930921443)","(0.4039501675298244, 0.40271979898499677)","(0.43974505148210263, 0.4361469779928209)","(0.37323235886913075, 0.33983006285356115)"
196,"(0.3933412407239759, 0.3906859521876558)","(0.30927778920547766, 0.3083177883533643)","(0.38126060567456976, 0.3789335621212536)","(0.39260003919504194, 0.38853743967555443)"
197,"(0.42390505455847827, 0.42085392778272157)","(0.29945216226597093, 0.29863182424699153)","(0.41194877815245823, 0.40762929048219343)","(0.35392709858742144, 0.3510376596013237)"
198,"(0.3685680687432341, 0.35665957727340525)","(0.42134911743376224, 0.41961677301121114)","(0.3685680687432341, 0.33467547498959027)","(0.3430136897152656, 0.3388850162226601)"
199,"(0.37397611613054593, 0.3694603550079556)","(0.3493675017775081, 0.34733172308588356)","(0.37022650456408535, 0.36499003737280866)","(0.34799656858800887, 0.34585936144178214)"
