,Row,Col,Sym,Diag
158,"(0.3856625617064998, 0.3819444616728854)","(0.39535114914810254, 0.3935492437624406)","(0.36885200471275326, 0.3651347605982638)","(0.36767861809438873, 0.3665454620228987)"
159,"(0.43759679594841205, 0.43018361996985766)","(0.313554108140611, 0.31241392521334865)","(0.4335205129906404, 0.42474186419107307)","(0.4104563069370961, 0.4080636836388931)"
160,"(0.3555764528702994, 0.3529191126035892)","(0.2409076779230801, 0.24034438467061392)","(0.35247040526834517, 0.3481399971807495)","(0.35183683033818836, 0.3508933419833615)"
161,"(0.4578275420991954, 0.44597026018026387)","(0.3897499576430832, 0.38809147007627387)","(0.4474488319104343, 0.43564613751391823)","(0.46565424967019853, 0.4612193225207432)"
162,"(0.38015884646353615, 0.3743360795531032)","(0.3470850418879742, 0.346591219211303)","(0.37009235208310753, 0.36741770799398543)","(0.38316817713624196, 0.38005988648946937)"
163,"(0.3862125173926928, 0.3847121445446967)","(0.3494165272370986, 0.34848721007251104)","(0.37683510840219825, 0.3704522668604945)","(0.3876754289596256, 0.3846269895335774)"
164,"(0.4135643512575564, 0.40531122582861634)","(0.29652052910851134, 0.29509126547541875)","(0.4084840633046515, 0.4007790048116847)","(0.4119525606271178, 0.40885327303808877)"
165,"(0.3665189743504351, 0.36100943532916263)","(0.3865573953948733, 0.3847984333812964)","(0.357944561672386, 0.35395614207379644)","(0.3491850583715599, 0.3483857398783204)"
166,"(0.3821320556521076, 0.3759444480959151)","(0.2615993662874667, 0.26106260829935435)","(0.3731713388437987, 0.37023605964707407)","(0.3798798700287144, 0.3777927205082251)"
167,"(0.4209177375349099, 0.41367935006224943)","(0.31601871884872335, 0.31550812443467846)","(0.402125828416517, 0.3983666691371096)","(0.39681306014389905, 0.3955102783350307)"
168,"(0.4854883502356142, 0.481660964905102)","(0.4672901199427191, 0.4668360471773022)","(0.4686237287284145, 0.4647055536835838)","(0.35448511975584307, 0.35360886586824947)"
169,"(0.38780384007821245, 0.38444270058078167)","(0.26245957086445826, 0.2573404803142516)","(0.38441027216533896, 0.3808310142469361)","(0.3884884260095083, 0.3870060283213852)"
170,"(0.4273524971660284, 0.4186762567464407)","(0.40653784930722114, 0.40625237731537445)","(0.42356297931106424, 0.41472291255645577)","(0.41054215008572137, 0.39224323946157474)"
171,"(0.33797125247711457, 0.3347021492106612)","(0.271157841964048, 0.2697727393260081)","(0.33349897981663734, 0.32929315572522844)","(0.3440088356232368, 0.3428188393610916)"
172,"(0.37016743336366487, 0.3653411805693766)","(0.3288063428325021, 0.328017094891757)","(0.36569532563957907, 0.3598887495364086)","(0.3427376328636461, 0.3404922773328969)"
173,"(0.3926308063044106, 0.3582526301398389)","(0.32381748364358753, 0.3219715433450526)","(0.3843004835913194, 0.3517503668912172)","(0.39602489503935445, 0.3793016490218676)"
174,"(0.3971633557547346, 0.39156612289756987)","(0.3783510825907541, 0.3777560522022565)","(0.3879515218354971, 0.3824896483148167)","(0.358365904002256, 0.34730323361708887)"
175,"(0.40898026455700154, 0.4054139373303788)","(0.4212238609687029, 0.4202575238536336)","(0.4072426443695216, 0.40248583927083437)","(0.3393156155698194, 0.33703246537170783)"
176,"(0.3568482796404735, 0.3546665989449158)","(0.34571865613645647, 0.3421360865011408)","(0.34868355635275494, 0.3471343262732389)","(0.3504496413995727, 0.34091556755154684)"
177,"(0.42831903393080295, 0.4243537459364305)","(0.43359746423047185, 0.4309511766602614)","(0.4205412533367323, 0.41719933208767956)","(0.4252905071574583, 0.42316131686343184)"
178,"(0.4115959977182472, 0.4098595438103215)","(0.29158406981176754, 0.2894848772495371)","(0.4017925162376552, 0.39184182292063985)","(0.40796113230308584, 0.40227115221322063)"
179,"(0.3308116807810333, 0.32796891537221484)","(0.28741568784386606, 0.2861653444270438)","(0.32047622682833155, 0.3183645594219857)","(0.33230348751735483, 0.3305483769609287)"
180,"(0.4239022919091122, 0.39497241241088143)","(0.44455868853645986, 0.44393540319710945)","(0.4239022919091122, 0.3908400615968177)","(0.36290033454334236, 0.36179733770291156)"
181,"(0.41335344333394974, 0.41129859350345443)","(0.3375859428155138, 0.3350970612670491)","(0.3999977143695196, 0.39716122282235944)","(0.41039016546648754, 0.4095717223772539)"
182,"(0.37881519866048097, 0.37258783343890534)","(0.37570794886870496, 0.37379498316278637)","(0.3713167665549474, 0.36434732976349515)","(0.36072539868753406, 0.3592475649247865)"
183,"(0.35039827634857645, 0.3481129923902152)","(0.21979578325281168, 0.21850235104078186)","(0.3444641373440105, 0.3410793034690387)","(0.3343741461576535, 0.330485622140219)"
184,"(0.3978801428158476, 0.3935982272729184)","(0.32769907882411164, 0.32708506930533965)","(0.3929702006717354, 0.3881896541970574)","(0.3984870594063705, 0.39688541118379356)"
185,"(0.4084193963809166, 0.40296367030741975)","(0.24888891424622928, 0.24787976734022554)","(0.4064537766170916, 0.40003674384485766)","(0.4090504489458415, 0.40734960198976816)"
186,"(0.3637972039908358, 0.3585092387999307)","(0.34015360330560906, 0.3389116377044513)","(0.3591589675179787, 0.3537701799700532)","(0.36377059648772436, 0.35807721678665816)"
187,"(0.382239222972623, 0.3782169017578946)","(0.3815326132952519, 0.38008995888493236)","(0.3783615453149942, 0.3735043461220441)","(0.3704520038356328, 0.3675362972780199)"
188,"(0.43571822839160645, 0.4331481172483732)","(0.2622673741448337, 0.26051192299861103)","(0.43187994566007304, 0.42886259438788965)","(0.4380098044470869, 0.43751030264660584)"
189,"(0.39790952800185664, 0.395430574464509)","(0.3887131078986755, 0.3875315376224643)","(0.39102555146615026, 0.3892621602913534)","(0.396790910831879, 0.3959801986239178)"
190,"(0.42989435566746026, 0.42469142190628884)","(0.43449217739532, 0.4336882030549297)","(0.4257871066397865, 0.4209269963359188)","(0.395558577205799, 0.3930149409371764)"
191,"(0.41564127032739184, 0.40917665199875)","(0.33286336082027446, 0.3310745485282691)","(0.39914943584571616, 0.3923935041198512)","(0.3597449362118167, 0.35902513747555875)"
192,"(0.39404606191774727, 0.3930925571301044)","(0.3402836686654289, 0.3397833760189657)","(0.3869919557580468, 0.38600542802410676)","(0.39174404557209985, 0.3909968270443931)"
193,"(0.3585381899912652, 0.3554341668549802)","(0.25485315777356654, 0.2546521539471299)","(0.3505417099044835, 0.34793338749746494)","(0.3374963192237984, 0.3371634917595932)"
194,"(0.3564692205146902, 0.35461546912022124)","(0.3455784300660185, 0.343590724341009)","(0.3471631092330798, 0.34659189476196384)","(0.35229478276477577, 0.3518511682245815)"
195,"(0.4207153974966823, 0.4097392851721262)","(0.34723079217232355, 0.3462293652659886)","(0.41151078702692623, 0.40005064740611307)","(0.41462287700078204, 0.4108961115094392)"
196,"(0.44600608462141766, 0.4419185711857495)","(0.2945083923612153, 0.2935629420900411)","(0.4438286740374471, 0.4391737214894663)","(0.4487690339056748, 0.4471851305469689)"
197,"(0.49898584062627016, 0.49228729676181604)","(0.3414988055303406, 0.3395796338529291)","(0.49364075042968647, 0.4843619211683653)","(0.49959544390786603, 0.49706635061700255)"
198,"(0.38636194672711843, 0.3797846698042875)","(0.3583972547802954, 0.3574743687514509)","(0.38123814953808866, 0.374138441399683)","(0.3899021018062053, 0.3866777574377513)"
199,"(0.3564621222076141, 0.3520446395365652)","(0.2603449742062873, 0.2598801378582558)","(0.34460767914034063, 0.34137122685914123)","(0.35357554057067975, 0.35090824201451376)"
