,Row,Col,Sym,Diag
158,"(0.3834264088035685, 0.3799657105679296)","(0.29358479649042213, 0.2926061392457008)","(0.3793419961068708, 0.3732516377207018)","(0.38344563851243285, 0.38165855030925466)"
159,"(0.3829054969057797, 0.37895035716218683)","(0.3489742043981302, 0.3446446488235374)","(0.3684822409829054, 0.36470251999559866)","(0.3784251734385664, 0.37764869275136587)"
160,"(0.3568689143643067, 0.3539456315954469)","(0.370838650858175, 0.3695206560573594)","(0.35335784258092817, 0.35058277556182715)","(0.3468241822760977, 0.34519857456023306)"
161,"(0.42499976261325323, 0.4214465895024071)","(0.27536111880768577, 0.27287693704735116)","(0.4101660098387053, 0.40662075904154693)","(0.42499976261325323, 0.4187013593349521)"
162,"(0.35111946915663317, 0.3478807874903488)","(0.36770680669302924, 0.36668673945948027)","(0.34363513609115537, 0.3391227906097116)","(0.34213800630837565, 0.33778586393083676)"
163,"(0.4663882536996171, 0.45934005243953346)","(0.33598544543705244, 0.33550550515883815)","(0.4599160952805105, 0.4525122812574709)","(0.46117778120704356, 0.4436707352077746)"
164,"(0.36377559139655746, 0.3610809783336474)","(0.3473103083624586, 0.34615444100627335)","(0.35230839156459703, 0.34893286793507106)","(0.3605587770421913, 0.3581526816151136)"
165,"(0.4799780466022334, 0.47723893849565124)","(0.41034375981336435, 0.4093158215866223)","(0.4653236767887563, 0.4596816092984072)","(0.4183664633698261, 0.4019534128956136)"
166,"(0.3527677932239731, 0.3493429634789995)","(0.3377010395136987, 0.33671176006233716)","(0.34643743901296364, 0.34322136418067706)","(0.33998269770063594, 0.3369165259197612)"
167,"(0.38008485266088854, 0.3747325028768199)","(0.384168257330157, 0.3827353501687598)","(0.37360976358746734, 0.369132076347757)","(0.3787860882928997, 0.37635696480321895)"
168,"(0.45519462336778493, 0.4438533000536683)","(0.40982425329652195, 0.40792477409366434)","(0.4501985272382515, 0.4385559589234288)","(0.31364075683458903, 0.31230430680899884)"
169,"(0.4333083709293096, 0.4303244655607068)","(0.3324233506000175, 0.32862824211090935)","(0.42498458522539395, 0.42352862002208325)","(0.420732950888981, 0.4086508447030286)"
170,"(0.4315909175246132, 0.4245690445324418)","(0.34933823840719425, 0.3480313877332798)","(0.4215789798076991, 0.4167522002673383)","(0.3776863055553279, 0.3561291939730576)"
171,"(0.4165370117468309, 0.4149616193146919)","(0.39441302702852143, 0.39321792241539866)","(0.3969948071379681, 0.3946007471364945)","(0.41829095774675806, 0.41154743389807147)"
172,"(0.3316474887462131, 0.330110486876955)","(0.3483800995013292, 0.34808509025939716)","(0.32942865896251905, 0.3190111348051009)","(0.319024308620353, 0.3182553085459906)"
173,"(0.4345024275854388, 0.42841388403842007)","(0.3705942948323171, 0.3693553189299802)","(0.42408785710309616, 0.4141168572416779)","(0.37851329504001596, 0.3780253738388002)"
174,"(0.3862799416044115, 0.385025980982172)","(0.34062280777868537, 0.33855952323553073)","(0.3814651092400896, 0.3764358635298438)","(0.37624945599585635, 0.3750134865983123)"
175,"(0.39779715664276394, 0.3965321363079699)","(0.41024296543124605, 0.4086873703874485)","(0.39299764586056707, 0.3919375452416257)","(0.39376559133574607, 0.39326526850952964)"
176,"(0.3938805996431327, 0.39228147313567674)","(0.3851323710987846, 0.3836728521219188)","(0.38173843911209604, 0.3812130268177317)","(0.3637664854132544, 0.3623516893957961)"
177,"(0.3363169475010567, 0.3343157440029695)","(0.2116115972346979, 0.21093298932746407)","(0.329127261121397, 0.3265754818230978)","(0.33497056360943844, 0.3334611831941083)"
178,"(0.3778808611606377, 0.3730232912345365)","(0.28895551690369115, 0.2871680722463358)","(0.36765859623979824, 0.36635138159706027)","(0.37048797181797466, 0.3695834899431272)"
179,"(0.3870490417987459, 0.3763195081979984)","(0.3377973514131135, 0.3365386257097398)","(0.38205528373045294, 0.36985216711033275)","(0.38652067688795844, 0.38207381386414174)"
180,"(0.39369525051851806, 0.3894490942942823)","(0.2940973002280701, 0.29354608269949656)","(0.37935185781120384, 0.37821900478736403)","(0.39924220125677934, 0.39773442374371437)"
181,"(0.4224595798332843, 0.39123983565311526)","(0.37749182102559, 0.3769377459362294)","(0.41681427818731076, 0.3806371813401437)","(0.42060243419751286, 0.4050285110405787)"
182,"(0.41752859586884195, 0.4126659491511979)","(0.3185161369115419, 0.31720851948674655)","(0.4078788377237722, 0.4050340075378561)","(0.41121469569535607, 0.4103983689691662)"
183,"(0.3480191731723682, 0.345456532706125)","(0.2943898991679461, 0.2937294147072822)","(0.3462815633544898, 0.3426998392470427)","(0.34784674150681216, 0.34681226140716664)"
184,"(0.336637373423224, 0.33488082267590713)","(0.33560657850694897, 0.33498701581575807)","(0.326191176917373, 0.3214327668286908)","(0.33099943339968185, 0.3295038895061578)"
185,"(0.3260515063230722, 0.32526324271328066)","(0.2853366932112995, 0.28339157395250847)","(0.31813928325573293, 0.3150045740132412)","(0.3215251182122919, 0.3203387935218975)"
186,"(0.3787902289260906, 0.3763650689008997)","(0.2723299949484467, 0.269695151761599)","(0.3700926802530623, 0.3653874916633244)","(0.3771542897367982, 0.37607241006016795)"
187,"(0.3468829161610196, 0.32211965717848545)","(0.2988594612997638, 0.2960073782426895)","(0.33694471901557843, 0.3146289286174877)","(0.34699088077028173, 0.3321831940950442)"
188,"(0.45035791797987923, 0.4452583095897117)","(0.34202099203791714, 0.34160821020572996)","(0.4468257247026888, 0.44069496093792393)","(0.44973177123089947, 0.44667660037066254)"
189,"(0.39789441187735497, 0.3954541256999029)","(0.28873396202727564, 0.28622624598317703)","(0.38341221461968433, 0.3790427731975641)","(0.40357305597100157, 0.402013508769526)"
190,"(0.48077147821343347, 0.47849190065145475)","(0.37264943469946277, 0.37135856915739174)","(0.46942574863320763, 0.46213649798079204)","(0.34723167812304634, 0.33950707294978716)"
191,"(0.4258644935618968, 0.41842577526995584)","(0.29139876369959206, 0.29078725946934747)","(0.42287943118554594, 0.41544264864669056)","(0.42669925403102127, 0.42360298793811335)"
192,"(0.423397501987156, 0.41776865589230694)","(0.3091802161117341, 0.30595394599923087)","(0.41397483413338476, 0.4077662786965085)","(0.3835145599001357, 0.37854480011905955)"
193,"(0.35228346339622896, 0.3480443030924788)","(0.31509301419481095, 0.3134503937758081)","(0.3457235373640576, 0.3413174086655726)","(0.33858788173323673, 0.3383873702656282)"
194,"(0.3471821664629381, 0.3430582165532151)","(0.2480221668139604, 0.24685826697486246)","(0.34320990546924335, 0.33981035943322035)","(0.33943998177317813, 0.338406549850203)"
195,"(0.3853106263769709, 0.3827982550835567)","(0.35769891183937197, 0.3565858398022015)","(0.37108008037363227, 0.3702514951721162)","(0.3720874713166533, 0.36812691125684144)"
196,"(0.37354133980768134, 0.37076890680710506)","(0.34782712681531547, 0.3457029602242878)","(0.36586482388425057, 0.3639949592690058)","(0.3570472440811553, 0.35289139104757666)"
197,"(0.30809237796140043, 0.30303394011971563)","(0.3183871081002304, 0.3172160024621108)","(0.30809237796140043, 0.2990217739638201)","(0.2932620197010376, 0.29279588610147256)"
198,"(0.37457533873450966, 0.36936319466260026)","(0.3281753014780302, 0.3266221875048133)","(0.3631921700436893, 0.35689400077266387)","(0.2898669475221203, 0.27790991583729074)"
199,"(0.36293122425567703, 0.357502578642951)","(0.29489063794027637, 0.2939447943084481)","(0.3488574877048417, 0.3459914318896503)","(0.3639842110247087, 0.3624973231177994)"
