,Row,Col,Sym,Diag
152,"(0.1320323133755158, 0.13149480199950236)","(0.11539837817319776, 0.11509010081690285)","(0.12964798184207305, 0.1293704573033838)","(0.12583194278045517, 0.12560651609125092)"
153,"(0.12462509994686732, 0.1222032993920531)","(0.11039398236821907, 0.10958948670256385)","(0.12203882591629589, 0.12069057845627151)","(0.12434290698602102, 0.12370198830993313)"
154,"(0.15146118632020134, 0.15068023601257496)","(0.11800337772481484, 0.11756967567397114)","(0.14639536969390632, 0.1455183953816077)","(0.15161022532885793, 0.15122368418126717)"
155,"(0.12638210388246118, 0.12006060796855633)","(0.11433957984294452, 0.1137879106921863)","(0.12405590694892454, 0.1177723882932793)","(0.12795876616716084, 0.12197111412244659)"
156,"(0.14318345119675202, 0.14177573145558742)","(0.14116533017514188, 0.1408785831351056)","(0.1405372238632565, 0.13883021929290118)","(0.14315958673930673, 0.14255665295244582)"
157,"(0.11777690624383164, 0.11507006523313001)","(0.09733757173485214, 0.09704013015405366)","(0.11631764694465063, 0.11360125173317659)","(0.1141204883078144, 0.1134818832023993)"
158,"(0.12316128260996462, 0.1220619506200884)","(0.12044804395991338, 0.12032651206390133)","(0.12188177493430641, 0.12129967577286516)","(0.1236511380836054, 0.12337108158492044)"
159,"(0.10769449267331987, 0.1058784393014085)","(0.09762373972650784, 0.09669842727141309)","(0.10619133958678317, 0.10299538548484544)","(0.1075972598938596, 0.10728775187979181)"
160,"(0.14069003875381858, 0.13963998563810798)","(0.12207166210611697, 0.1218987520654069)","(0.13697926650927117, 0.13461380713247473)","(0.11996739286758973, 0.1193838570202937)"
161,"(0.1419580988762461, 0.14109266664752496)","(0.09932408269104598, 0.09884421120371656)","(0.1409368667671873, 0.14026179231839675)","(0.1413810887557857, 0.14123832400627404)"
162,"(0.11971188659498821, 0.11875950773585697)","(0.09076501007821691, 0.09013836882258186)","(0.11762035274126215, 0.11623544283493503)","(0.11869462166713352, 0.11832794930613982)"
163,"(0.12806732249919428, 0.12762249518803914)","(0.10565279461979538, 0.10513228539256347)","(0.12546899281623403, 0.12518533080124616)","(0.10744144531246402, 0.10384496315894261)"
164,"(0.13304923577849115, 0.13040568021295185)","(0.09692934579972545, 0.09652963999049824)","(0.12998002429079913, 0.1273816744953613)","(0.09973776550218383, 0.09931507854205597)"
165,"(0.13144226025202732, 0.1306581220466837)","(0.09884413512153656, 0.09801267456090157)","(0.12810222695650253, 0.12550101392580482)","(0.1318875560896, 0.13109943999147272)"
166,"(0.14201248374847097, 0.14058157341091748)","(0.11998533428111635, 0.11980985646648723)","(0.14070293916787757, 0.13934678137755718)","(0.13929929164373256, 0.13382507255152015)"
167,"(0.11139446417620458, 0.1101520417279932)","(0.09360950395853151, 0.09331881529311403)","(0.10807285192087412, 0.1063336306213809)","(0.10363562962900619, 0.10303989116329525)"
168,"(0.18729171464681338, 0.18549306783382646)","(0.10937169136199731, 0.10874473371978832)","(0.17992248881389228, 0.1790513169862954)","(0.18627355269232926, 0.18542650915384626)"
169,"(0.11469469171903424, 0.11347555639984108)","(0.10842937344830905, 0.10806027896390247)","(0.11290244722665121, 0.11179410965150527)","(0.11384304183703708, 0.11351768722695475)"
170,"(0.1448281520531327, 0.14376532860302316)","(0.13396585695272967, 0.13384355677629778)","(0.1417625602261563, 0.14085772235219796)","(0.12284014366589169, 0.12233853766486925)"
171,"(0.13597137328991582, 0.13360150751881517)","(0.11870333313925674, 0.11857744535755721)","(0.13436393509659972, 0.131716953494719)","(0.12598248817055768, 0.12544552914467783)"
172,"(0.11638099648926326, 0.1155208021554398)","(0.12122287416147504, 0.12090282513839112)","(0.11598544348413653, 0.1147578739488162)","(0.11243047689141761, 0.11194768120428877)"
173,"(0.12462820513182071, 0.11740344098884048)","(0.11903589066344256, 0.11869073714043477)","(0.12372033587618503, 0.11520227518512893)","(0.12632043733183052, 0.12206868428599206)"
174,"(0.1472283484382877, 0.14529131641125614)","(0.11086482746498427, 0.11010626290987002)","(0.13438626869378456, 0.13403725588242166)","(0.09642079235811629, 0.09615723187347096)"
175,"(0.12140865313011451, 0.120736792407517)","(0.09714662228971105, 0.09652613511111441)","(0.11880844530127521, 0.11826175680467932)","(0.12356533257050417, 0.1231635610640098)"
176,"(0.1228610099933527, 0.12091891501607177)","(0.10827476791693902, 0.10749501165472353)","(0.12182579003245664, 0.11982687123707136)","(0.11915608481385909, 0.11860083022894613)"
177,"(0.13451064553410885, 0.12793942191702912)","(0.13937260423416098, 0.13919644451320456)","(0.13451064553410885, 0.1267751286567751)","(0.1121662195899138, 0.11085992757087126)"
178,"(0.11825042746146208, 0.11673507399621941)","(0.10791494132258761, 0.10777200311662694)","(0.1173911158643346, 0.11557078224445239)","(0.11503082680155063, 0.11248060293708195)"
179,"(0.14286729861603797, 0.14224724259524169)","(0.11903652316248148, 0.11875830021896117)","(0.14022587161488942, 0.13889073964916743)","(0.14645095398135044, 0.1455828704318467)"
180,"(0.13358113499618984, 0.13117695853731826)","(0.0900776830559642, 0.08997255368157553)","(0.13233522724197955, 0.13009316300033757)","(0.13409808921675714, 0.13304163480049608)"
181,"(0.13445794556620394, 0.12907211728687829)","(0.1081529378943844, 0.10782895954055072)","(0.13337136573241515, 0.12818526311977196)","(0.13555122547345666, 0.13229600871232153)"
182,"(0.12401036365838558, 0.12306856107939856)","(0.12902182683712837, 0.12864416845207538)","(0.12281058578153958, 0.12040940104354592)","(0.10498385070640792, 0.10422468079364533)"
183,"(0.09721455781105504, 0.09650761261636587)","(0.1019107077436644, 0.10172977912617376)","(0.09528255111790629, 0.09480597800305735)","(0.09831871974833373, 0.09810013359000834)"
184,"(0.12717574592010084, 0.1190797809542079)","(0.10663647281058541, 0.1059145589611511)","(0.12571945450745592, 0.1150547341302447)","(0.13102753846720516, 0.12538477508456186)"
185,"(0.16153809172501832, 0.15693982192121125)","(0.1480411821792843, 0.14745517915112505)","(0.15914827213659943, 0.15468981017056327)","(0.14465078382417507, 0.14401363102674594)"
186,"(0.12040375216381916, 0.11997352642215353)","(0.09640382166471506, 0.09604315715169309)","(0.11901348723575988, 0.11832445802538571)","(0.11991326395339075, 0.11955665590981918)"
187,"(0.14277973926311682, 0.1421575142057795)","(0.14395775544291367, 0.14332357583120103)","(0.14160168331218947, 0.1410855956682464)","(0.11494661360856318, 0.11464132483008396)"
188,"(0.1252479185740757, 0.12462384598836096)","(0.12913853211190085, 0.12853974042825345)","(0.12316167724643534, 0.12194076432690515)","(0.11196487778094133, 0.11051814186721112)"
189,"(0.11016525161695423, 0.1097180607564644)","(0.10499424694139747, 0.10480391912508691)","(0.10652757962649928, 0.10570731246335285)","(0.0920447572110823, 0.09099891831650031)"
190,"(0.11805625433865519, 0.1170526149606943)","(0.08153294888651219, 0.08056653516370038)","(0.11408076207001439, 0.10976690904302377)","(0.11561447321705709, 0.11480314132972712)"
191,"(0.14080874555762357, 0.13957920367651666)","(0.08907055607570502, 0.08854940247608178)","(0.13840483949010673, 0.13691262543569727)","(0.1405304488367215, 0.13975383679490241)"
192,"(0.14202220875610005, 0.13891151959895787)","(0.12890191696476916, 0.12838500483509718)","(0.13969140343811348, 0.1363186218879684)","(0.13264027830649072, 0.13202192566118287)"
193,"(0.12892026886313213, 0.1284646277232826)","(0.10233452278217192, 0.10200801232014656)","(0.12543455309947937, 0.12490715199266789)","(0.12314479367366082, 0.1228776450742334)"
194,"(0.12827547123372463, 0.12666615390940406)","(0.10452056780352781, 0.10421457597596273)","(0.12662929488535946, 0.12545293316624673)","(0.12950864066154166, 0.12721086455968802)"
195,"(0.11751015116380592, 0.11546628691454863)","(0.09566205168650133, 0.09512714120067212)","(0.1148182768396131, 0.11277992297390327)","(0.11633067558136856, 0.1154203362541285)"
196,"(0.14713124310297354, 0.1464810575138782)","(0.15019927157799984, 0.15000936201977522)","(0.14605420275338732, 0.14512312067757083)","(0.09887849952089589, 0.0956032314897725)"
197,"(0.12656608568371586, 0.12395284542461171)","(0.1266674940801209, 0.1264860884518405)","(0.12603049955558765, 0.12304196831641734)","(0.12476674727493098, 0.1246412974552914)"
198,"(0.11846263639979426, 0.11632183966485421)","(0.12157265477047374, 0.12118229157331639)","(0.11846263639979426, 0.11462076093459372)","(0.11627753085339432, 0.11592282411460579)"
199,"(0.11163610598998952, 0.11058713647789542)","(0.11459621590036506, 0.1142379859736734)","(0.11163610598998952, 0.10975551413897944)","(0.10889475595896381, 0.10869122167977172)"
