,HeterType,StatType,row,col,sym,diag
0,Permanent,meanMax,0.1268409071235379,0.12097361930021211,0.12284627072696186,0.12751753677002836
1,Permanent,mean95Procentile,0.12976902222995518,0.11238837991579426,0.12856776492650257,0.1303820513586681
2,Temporary,meanMax,0.03578323049384874,0.027222208743323095,0.035194020985419405,0.03588741245380365
3,Temporary,mean95Procentile,0.03637849178672542,0.034462278290117,0.03584671959651414,0.03351584001634242
4,Shifted,meanMax,0.11824325930862428,0.10026095397052581,0.11688814692359306,0.10608717935666986
5,Shifted,mean95Procentile,0.13050025301092766,0.09345397824846685,0.12446582060489209,0.1292463324492934
6,Outlier,meanMax,0.1229408734804529,0.07699779351725361,0.12057967054344981,0.12104318143714679
7,Outlier,mean95Procentile,0.1200826935363059,0.11499442674715932,0.11809813134211711,0.12344022660864523
